Date,Position,AUD 1 Day Lag,Australian Dollar Spot,Australia Sell 5Y & Buy 10Y Bo,Australia Sell 2Y & Buy 5Y Bon,AUS/US 10YR,Australia-U.S. 2y Yield Spread,STXE 600 Û Pr,MSCI EM,MARKIT ITRX AUSTRALIA 06/21,S&P 500 INDEX,HANG SENG CHINA ENT INDX,S&P/ASX 200 INDEX,Generic 1st 'HG' Future,Generic 1st 'GC' Future,China Domestic Steel Rebar 25,Iron Ore delivered to Qingdao,Generic 1st 'XW' Future,DOLLAR INDEX SPOT,Citi Terms of Trade Index - Au,Bloomberg JPMorgan Asia Dollar,AUD-USD RR 25D 3M,CBOE SPX VOLATILITY INDX
3/24/2011,Long,1.026,1.0212,25.7,32.625,200.6586,4.137,275.77,1134.71,105.865,1309.66,12831.94,4699.6,441.4,1434.9,4657,164.92,125.15,75.656,41.42,116.92,-2.6,18
3/25/2011,Short,1.0244,1.026,25.5,32.525,199.6464,4.1235,276.02,1143.94,104.219,1313.8,12975.54,4742.6,440.85,1426.2,4667,165.53,125.8,76.217,41.36,116.95,-2.515,17.91
3/28/2011,Long,1.0291,1.0244,24.6,32.05,205.8955,4.1759,276.24,1138.36,104.369,1310.19,12894.47,4733.6,434.05,1419.9,4676,166.85,121.65,76.128,41.09,116.81,-2.465,19.44
3/29/2011,Long,1.0329,1.0291,24,32,197.7547,4.0914,276.51,1142.56,104.369,1319.44,12920.44,4755.8,433.75,1416.2,4705,167.97,120.35,76.249,40.99,116.87,-2.535,18.16
3/30/2011,Short,1.0329,1.0329,25.4,32.9,209.0835,4.1609,278.55,1159.52,103.99,1328.26,13162,4822.2,427.4,1423.8,4721,169.71,120.15,76.118,40.84,117.12,-2.545,17.71
3/31/2011,Long,1.0387,1.0329,24.3,32.725,201.5449,4.0944,275.9,1170.87,104.263,1325.83,13315.84,4837.9,430.75,1438.9,4731,172.87,123.2,75.857,41.47,117.29,-2.555,17.74
04/01/11,Short,1.0363,1.0387,25.2,33.7,209.5076,4.1504,280.02,1185.12,103.329,1332.41,13451.48,4861.8,425.85,1428.1,4730,172.44,123.5,75.833,41.46,117.61,-2.6,17.4
04/04/11,Short,1.0329,1.0363,26.2,33.325,211.9338,4.1841,280.26,1193.13,102.16,1332.87,13586.7,4886.8,425.5,1432.2,4730,172.44,123.8,75.912,41.77,117.71,-2.51,17.5
04/05/11,Long,1.0441,1.0329,27.6,33.475,202.3048,4.0784,280.91,1194.83,102.955,1332.63,13586.7,4900.1,426.45,1451.8,4730,172.44,122.5,75.882,41.53,117.77,-2.5625,17.25
04/06/11,Long,1.0469,1.0441,28.4,33.8,199.9094,4.0928,281.57,1203.47,101.34,1335.54,13657.63,4912.9,437,1457.7,4736,176.16,122.45,75.514,41.62,117.84,-2.58,16.9
04/07/11,Long,1.0564,1.0469,25.7,33.35,205.2367,4.2256,280.78,1202.24,101.521,1333.51,13647.79,4908.1,441.65,1458.5,4769,178.08,122.35,75.585,41.43,117.83,-2.5875,17.11
04/08/11,Short,1.0496,1.0564,26.4,33.375,206.7073,4.2404,281.68,1206.03,101.413,1328.17,13652.92,4940.6,450.15,1473.4,4795,179.86,122.65,75.066,41.66,118.02,-2.75,17.87
04/11/11,Short,1.0437,1.0496,26.1,34.1,208.4517,4.2456,280.99,1200.24,101.847,1324.46,13684.06,4971.2,446,1467.4,4795,181.45,122.5,75.056,41.85,117.84,-2.625,16.59
04/12/11,Long,1.0507,1.0437,26.2,33.925,212.8809,4.2758,276.24,1177.31,103.405,1314.16,13437.53,4898.7,438.35,1452.9,4863,182.44,121.9,74.853,41.35,117.67,-2.745,17.09
4/13/2011,Long,1.0543,1.0507,24.6,33.9,216.6714,4.3141,278.25,1185.32,103.243,1314.41,13566.46,4911,429.45,1454.9,4868,181.19,122.65,74.98,41.02,117.82,-2.775,16.92
4/14/2011,Long,1.0568,1.0543,23.2,33.5,210.6365,4.2709,277.01,1182.21,104.355,1314.52,13481.73,4884.2,428.4,1471.7,4866,181.14,122.65,74.685,40.94,117.93,-2.78,16.27
4/15/2011,Short,1.0509,1.0568,22.6,33.4,217.6347,4.3311,277.78,1181.57,105.665,1319.68,13533.58,4852.1,425.75,1485.3,4866,180.67,123.15,74.832,41.07,117.99,-2.73,15.32
4/18/2011,Long,1.0526,1.0509,24.1,33.9,221.9916,4.3535,273.05,1162.08,106.686,1305.14,13410.9,4861.9,419.8,1492.3,4859,179.86,122.35,75.504,40.76,117.68,-2.765,16.96
4/19/2011,Long,1.0714,1.0526,24.3,33.75,212.8628,4.2668,274.42,1166.41,108.03,1312.62,13246.86,4793.3,422.95,1494.5,4846,178.96,122.3,75.029,40.93,118.09,-2.83,15.83
4/20/2011,Long,1.0748,1.0714,23,33.625,210.9759,4.2902,279.06,1194.99,105.747,1330.36,13492.38,4859,433.95,1498.3,4841,178.8,122.6,74.368,41.12,118.36,-2.73,15.07
4/21/2011,Short,1.0738,1.0748,20.9,33.575,211.1173,4.3025,280.47,1205.9,104.803,1337.38,13659.35,4913.8,440,1503.2,4840,178.92,122.55,74.109,41.26,118.36,-2.7,14.69
4/22/2011,Short,1.0722,1.0738,20.9,33.575,207.9576,4.2833,280.47,1205.96,104.734,1337.38,13659.35,4913.8,440,1503.2,4849,178.92,122.55,74.108,41.26,118.44,-2.69,14.69
4/25/2011,Long,1.0785,1.0722,17.1,36.401,210.7577,4.2995,280.47,1203.75,104.734,1335.25,13659.35,4913.8,430.3,1508.6,4875,178.79,122.55,73.986,41.26,118.29,-2.645,15.77
4/26/2011,Long,1.0872,1.0785,17.4,35.876,216.5741,4.3374,281.23,1203.33,104.734,1347.24,13558.41,4913.8,431.9,1503,4893,178.73,122.45,73.837,40.79,118.33,-2.675,15.62
4/27/2011,Long,1.0929,1.0872,17.1,30.85,209.9831,4.3352,282.12,1202.43,105.487,1355.66,13452.44,4872.9,422.8,1516.7,4908,180.38,122.45,73.519,40.33,118.66,-2.58,15.35
4/28/2011,Long,1.0971,1.0929,17.5,29.875,213.6191,4.3561,283.04,1200.71,103.524,1360.48,13319.96,4873,424.5,1531.2,4940,181.06,122.8,73.121,40.52,118.84,-2.6,14.62
4/29/2011,Short,1.0944,1.0971,18.5,28.8,214.5484,4.3577,283.78,1204.03,103.243,1363.61,13208.71,4823.2,416.55,1556.4,4959,181.06,122.8,72.933,40.63,119.09,-2.545,14.75
05/02/11,Short,1.0845,1.0944,18.2,27.8,216.2961,4.3802,283.93,1206.49,102.37,1361.22,13208.71,4825.3,418.25,1557.1,4959,181.45,124.05,72.951,40.66,119.11,-2.615,15.99
05/03/11,Short,1.0748,1.0845,18.2,27.7,215.4925,4.3422,282.43,1185.76,104.165,1356.62,13106.54,4784.6,424,1540.4,4990,181.73,124.05,73.14,40.78,118.86,-2.75,16.7
05/04/11,Short,1.0579,1.0748,16.5,26.4,218.331,4.3846,278.52,1170.93,104.541,1347.32,12866.59,4740.1,412.05,1515.3,5021,182.93,124.45,73.031,40.36,118.6,-2.83,17.08
05/05/11,Long,1.07,1.0579,18.6,25.7,222.4383,4.3581,277.79,1161.68,106.12,1335.1,12807.76,4753.7,398.55,1481.4,5024,182.99,123.65,74.194,39.94,118.03,-3.135,18.2
05/06/11,Long,1.0807,1.07,15.6,24.05,228.3378,4.4837,281.33,1163.34,107.461,1340.2,12848.82,4743,396.35,1491.6,5019,181.7,123.35,74.841,40,118.43,-3.055,18.4
05/09/11,Long,1.0837,1.0807,12.8,23.025,226.0358,4.5177,280.43,1161.94,106.5,1346.29,12934.47,4756.8,400.4,1503.2,4979,180.92,122.95,74.737,39.61,118.63,-3.025,17.16
05/10/11,Short,1.07,1.0837,14.3,23.2,217.7485,4.431,282.92,1166.64,106.838,1357.16,12934.47,4725.8,402.95,1516.9,4967,179.46,122.25,74.611,39.56,118.73,-2.9525,15.91
05/11/11,Short,1.0678,1.07,12.9,24,225.9745,4.5052,283.73,1165.91,105.556,1342.08,12962.33,4780.2,390.2,1501.4,4972,179.6,121.5,75.327,39.66,118.47,-2.99,16.95
05/12/11,Short,1.0573,1.0678,16.6,23.125,213.4955,4.4093,281.8,1147.58,107.434,1348.65,12795.95,4696.1,396.05,1506.8,4972,179.52,120.3,75.24,39.57,118.37,-3.255,16.03
5/13/2011,Short,1.0556,1.0573,17.5,23.225,219.6608,4.428,280.5,1144.69,106.648,1337.77,12894.13,4711.4,397.5,1493.6,4966,178.32,119.35,75.757,39.21,117.96,-3.24,17.07
5/16/2011,Long,1.0627,1.0556,17,22.4,218.5504,4.4186,280.13,1136.66,107.625,1329.47,12676.79,4650,398.3,1490.6,4968,178.38,119.75,75.47,39.63,117.76,-3.295,18.24
5/17/2011,Long,1.0629,1.0627,19.1,22.55,227.1682,4.4508,277.28,1133.39,107.5,1328.98,12733.21,4683.9,399.1,1480,4968,178.01,118.85,75.399,39.53,117.89,-3.2725,17.55
5/18/2011,Long,1.067,1.0629,20.4,22,216.4139,4.3682,278.17,1142.47,107,1340.68,12870.83,4693.7,409.95,1495.8,4968,177.1,119.75,75.475,40.05,118.14,-3.135,16.23
5/19/2011,Short,1.066,1.067,18.6,22.225,217.3096,4.4123,280,1140.42,106.335,1343.6,12935.59,4756.4,404.7,1492.4,4979,175.57,119.8,75.123,39.94,118.23,-3.095,15.52
5/20/2011,Short,1.0505,1.066,17.1,21.575,217.1606,4.4184,279.65,1140.55,106.835,1333.27,12947.94,4732.2,411.9,1508.9,4982,175.25,119.55,75.435,40.05,118.22,-3.1,17.43
5/23/2011,Long,1.0559,1.0505,20.3,21.875,213.8145,4.3221,274.78,1113.8,110.616,1317.37,12624.16,4643,399,1515.4,4987,174.55,119.75,76.104,39.63,117.57,-3.205,18.27
5/24/2011,Short,1.0532,1.0559,21.4,21.8,217.0331,4.3491,275.39,1124.62,108.961,1316.28,12680.99,4628.8,401.25,1523.3,4991,174.2,119.55,75.882,39.67,117.87,-3.18,17.82
5/25/2011,Long,1.0645,1.0532,20.5,21.875,212.882,4.3006,277.37,1118.02,110.312,1320.47,12689.66,4584.7,410.2,1526.7,4992,172.49,119.4,75.932,39.8,117.81,-3.21,17.07
5/26/2011,Long,1.0706,1.0645,18.6,21.2,222.706,4.4017,277.14,1133.37,110.338,1325.69,12752.08,4660.2,410.7,1522.8,4999,171.65,119.35,75.549,39.68,117.95,-3.19,16.09
5/27/2011,Short,1.0691,1.0706,17.3,20.275,215.6702,4.3778,279.05,1147.82,110.704,1331.1,12960.82,4684,418.6,1536.3,5003,170.97,120.35,74.954,40.21,118.28,-3.09,15.98
5/30/2011,Short,1.0672,1.0691,19.4,19.975,212.0703,4.3241,278.82,1148.15,110.833,1331.1,13004.31,4667.5,418.6,1536.3,5006,170.84,120.85,74.958,40.21,118.4,-3.105,15.98
5/31/2011,Short,1.0614,1.0672,21.5,19.825,214.9018,4.328,281.06,1167.97,107.854,1345.2,13268.39,4708.3,417.75,1535.9,5008,170.72,120.95,74.638,40.41,118.57,-2.955,15.45
06/01/11,Long,1.067,1.0614,19.4,19.85,234.4195,4.4597,278.38,1166.72,107.777,1314.55,13232.39,4707.3,410.65,1542.4,5015,170.62,120.85,74.677,40.35,118.37,-2.83,18.3
06/02/11,Long,1.0716,1.067,18.9,18.9,220.7087,4.4019,274.67,1158.96,108.73,1312.94,12976.86,4600.4,408.45,1532,5018,170.42,120.85,74.333,40.26,118.61,-2.845,18.09
06/03/11,Short,1.0713,1.0716,18,18.4,224.8345,4.4452,273.67,1155.51,109.941,1300.16,12750.66,4583.1,413.45,1541.7,5025,170.3,121.35,73.783,40.44,118.73,-2.815,17.95
06/06/11,Long,1.0721,1.0713,16.4,16.75,221.9047,4.4618,272.16,1149,110.168,1286.17,12750.66,4569.1,414.2,1546.5,5025,170.3,121.45,73.952,40.84,118.6,-2.8,18.49
06/07/11,Short,1.0623,1.0721,20.3,18.25,222.9333,4.4343,271.87,1152.56,110.052,1284.94,12721.48,4566.3,414.95,1543.3,5033,171.18,122.35,73.521,41.01,118.73,-2.785,18.07
06/08/11,Long,1.0627,1.0623,21.7,18.45,231.8844,4.4757,269.01,1145.47,110.889,1279.56,12581.55,4536.8,410.85,1538.1,5037,171.24,121.3,73.93,40.81,118.42,-2.725,18.79
06/09/11,Short,1.0537,1.0627,23.2,18.075,220.5085,4.3726,271.76,1142.24,113.286,1289,12472.59,4549.6,410.75,1542.1,5037,171.99,121.55,74.192,40.65,118.58,-2.715,17.77
06/10/11,Long,1.0602,1.0537,23.6,18.125,220.8215,4.3624,268.13,1128.85,114.129,1270.98,12380.81,4562.1,405.6,1528.6,5034,172.71,121.45,74.795,40.57,118.28,-2.7225,18.86
6/13/2011,Long,1.0685,1.0602,23.1,20.147,218.8966,4.3483,268.71,1124.67,114.144,1271.83,12432.84,4562.1,403.45,1515,5036,173.87,121.5,74.512,40.69,118.23,-2.8,19.61
6/14/2011,Short,1.0577,1.0685,24.6,17.525,209.7082,4.3337,270.82,1134.4,113.936,1287.87,12488.27,4585,415.5,1523.8,5031,173.99,121.75,74.332,40.66,118.49,-2.71,18.26
6/15/2011,Short,1.0558,1.0577,24.7,14.75,224.759,4.4469,267.95,1127.8,114.602,1265.42,12397.6,4566.8,412.2,1525.6,5025,173.75,121.15,75.601,40.79,118.12,-2.8425,21.32
6/16/2011,Long,1.0623,1.0558,27.8,12.575,215.76,4.3018,266.73,1107.43,117.258,1267.64,12161.42,4479.2,411.75,1529.3,5021,172.92,119.6,75.752,40.23,117.98,-3.005,22.73
6/17/2011,Short,1.0582,1.0623,30.8,11.35,217.8278,4.3268,267.17,1103.74,115.925,1271.5,12045.05,4484.9,410.2,1538.6,5013,173.14,119.5,74.988,40.29,118.49,-2.96,21.85
6/20/2011,Long,1.0605,1.0582,30,10.6,211.2704,4.294,265.76,1098.33,117.614,1278.36,12009.33,4451.7,407.35,1541.5,4994,171.75,120.5,75.029,40.16,118.21,-2.95,19.99
6/21/2011,Short,1.0575,1.0605,32.9,9.95,211.0518,4.299,269.59,1113.03,113.681,1295.52,12148.74,4508.2,408.85,1546,4972,171.17,120.55,74.541,40.33,118.53,-2.935,18.86
6/22/2011,Short,1.0523,1.0575,32.2,10,213.9966,4.3307,268.07,1116.25,116.333,1287.14,12148.94,4532.6,408.8,1552.9,4961,169.69,120.45,74.783,40.17,118.6,-2.8225,18.52
6/23/2011,Short,1.0491,1.0523,33.7,9.525,219.3604,4.3317,264.31,1105.31,118.186,1283.5,12066.52,4500.5,403.9,1520.1,4951,169.62,120.4,75.447,40.25,118.26,-2.925,19.29
6/24/2011,Short,1.0443,1.0491,34,8.475,222.0664,4.3303,263.98,1115.67,118.152,1268.45,12436.74,4508.1,409.85,1500.5,4940,169.62,120.4,75.665,40.46,118.15,-2.935,21.1
6/27/2011,Long,1.0541,1.0443,38.1,8.75,206.8776,4.1371,264.01,1112.54,121.557,1280.1,12478.61,4461.8,405.15,1496,4932,167.57,121.35,75.392,40.18,118.05,-3.245,20.56
6/28/2011,Long,1.0683,1.0541,39.2,8.75,203.3962,4.1118,265.23,1121.14,118.875,1296.67,12486.79,4474.3,409.2,1499.7,4927,167.02,121.55,75.063,40.37,118.26,-3.145,19.17
6/29/2011,Long,1.0722,1.0683,38.3,10.8,207.5717,4.2356,269.8,1132.79,115.968,1307.41,12404.52,4529.5,420.95,1510.4,4924,167,121.9,74.691,40.27,118.6,-3.08,17.27
6/30/2011,Long,1.077,1.0722,34,13.025,204.7535,4.2796,272.86,1146.22,111.827,1320.64,12576.68,4608,427.2,1502.8,4918,166.97,121.3,74.303,40.31,118.85,-2.8775,16.52
07/01/11,Short,1.0734,1.077,32.1,14.575,209.693,4.3406,274.92,1156.74,110.424,1339.67,12576.68,4591.2,429.2,1482.6,4910,167.36,121.45,74.349,40.16,118.97,-2.755,15.87
07/04/11,Short,1.0693,1.0734,31.9,14.95,204.0679,4.2831,275.54,1169.49,109,1339.67,12873.6,4610.7,429.2,1482.6,4908,168.83,121.65,74.275,40.16,119.09,-2.73,15.87
07/05/11,Long,1.0701,1.0693,35.8,16.475,210.3248,4.275,275.62,1166.2,109.749,1337.88,12842.39,4598.1,433.9,1512.7,4915,169.43,121.85,74.691,40.71,118.95,-2.805,16.06
07/06/11,Long,1.0776,1.0701,34.6,16.825,210.3967,4.2749,274.79,1161.17,112.496,1339.22,12598.34,4605,432.65,1529.2,4922,169.72,121.35,75.122,40.4,118.92,-2.815,16.34
07/07/11,Short,1.0755,1.0776,33.9,17.325,206.2809,4.2202,275.93,1167.61,112.537,1353.22,12640.34,4605.5,443.2,1530.6,4919,169.76,121.35,74.957,40.14,119.23,-2.76,15.95
07/08/11,Short,1.0656,1.0755,34.6,18.575,220.7197,4.3116,273.76,1163.93,112.379,1343.8,12756.32,4654.7,440.25,1541.6,4922,171.47,121.15,75.179,40.26,119.25,-2.665,15.95
07/11/11,Short,1.0598,1.0656,36.1,17.55,218.4136,4.2112,269.9,1142.82,119.102,1319.49,12497.32,4582.3,435.85,1549.2,4925,171.71,120.2,75.989,39.93,118.83,-2.94,18.39
07/12/11,Long,1.0758,1.0598,37.2,15.35,206.4711,4.0655,268.16,1121.27,123.833,1313.64,12032.03,4495.4,438.15,1562.3,4929,171.82,120.6,75.809,39.9,118.86,-3.42,19.87
7/13/2011,Short,1.0724,1.0758,36,15.7,208.0833,4.0958,269.94,1137.88,122.167,1317.72,12293.65,4514.8,439.45,1585.5,4945,172.32,121.2,75.208,40.22,119.26,-3.23,19.91
7/14/2011,Short,1.0653,1.0724,34.6,16.45,196.6387,4.0423,267.68,1135.42,121.835,1308.87,12327.21,4490.7,437.2,1589.3,4945,173.07,121.1,75.253,40.22,119.27,-3.125,20.8
7/15/2011,Short,1.0607,1.0653,40.5,17.175,200.469,3.9806,266.91,1135.6,122.806,1316.14,12266.32,4473.5,440.5,1590.1,4949,174.06,120.85,75.126,40.15,119.23,-3.175,19.53
7/18/2011,Long,1.0733,1.0607,43.8,17.9,196.8129,3.9156,262.1,1122.39,127.333,1305.44,12258.45,4472,439.6,1602.4,4953,173.95,120.7,75.483,40.11,119.12,-3.28,20.95
7/19/2011,Long,1.075,1.0733,42.5,17.5,201.1506,3.9205,264.28,1129,125.975,1326.73,12296.96,4468.1,446.05,1601.1,4960,173.82,121.1,75.221,40.34,119.42,-3.125,19.21
7/20/2011,Long,1.0841,1.075,42.1,17.55,203.4975,3.9867,267.73,1136.79,122.06,1325.84,12382.67,4549.7,442.85,1596.9,4961,173.28,121.35,74.792,40.23,119.49,-3.11,19.09
7/21/2011,Long,1.0851,1.0841,41.3,17.075,194.3872,3.9742,270.48,1143.29,116.833,1343.8,12322.25,4556,437.75,1587,4963,173.46,121.35,74.015,40.2,119.68,-3.1025,17.56
7/22/2011,Short,1.0845,1.0851,38.8,16.55,200.9654,4.0311,272.02,1153.18,113.464,1345.02,12598.77,4602.9,440.45,1601.5,4966,174.26,121.25,74.201,40.31,119.78,-2.92,17.52
7/25/2011,Long,1.0956,1.0845,41.2,16.55,191.6123,3.9322,271.28,1148.18,117.083,1337.43,12440.64,4530.4,440.15,1612.2,4963,174.89,121.3,74.064,40.38,119.73,-2.865,19.35
7/26/2011,Long,1.102,1.0956,40.8,15.775,198.3899,3.9843,270.08,1156.56,117.39,1331.94,12604.68,4573.3,447.4,1616.8,4961,175.03,121.25,73.474,40.62,120.09,-2.85,20.23
7/27/2011,Short,1.1003,1.102,35.1,12.775,199.4917,4.0546,267.05,1148.99,117.917,1304.89,12587.66,4537.4,444.05,1615.1,4963,175.26,121.2,74.087,40.29,119.87,-2.54,22.98
7/28/2011,Short,1.0993,1.1003,30,10.475,195.6313,4.0785,267.08,1145.4,119.338,1300.67,12517.53,4463.8,446.95,1613.4,4965,175.45,121.1,74.222,40.28,120.03,-2.52,23.74
7/29/2011,Short,1.0971,1.0993,32.8,7.95,200.6668,4.0404,265.25,1137.73,119.175,1292.28,12373.64,4424.6,447.95,1628.3,4968,175.69,121.05,73.897,40.24,119.97,-2.59,25.25
08/01/11,Short,1.0779,1.0971,31.8,6.9,215.5773,4.1456,262.02,1147.6,117.23,1286.94,12540.4,4497.8,441,1619,4982,175.75,120.95,74.262,40.19,120.17,-2.6175,23.66
08/02/11,Short,1.0755,1.0779,40,4.575,212.3854,3.9736,256.98,1126.97,122.621,1254.05,12278.78,4433.6,439.5,1641.9,5002,176.71,121.25,74.513,40.51,119.68,-2.73,24.79
08/03/11,Short,1.0464,1.0755,48.8,5.6,201.4093,3.7567,251.95,1102.59,126.167,1260.34,12007.1,4332.8,432.6,1663.4,5018,177.69,121.25,74.044,40.55,119.84,-3.09,23.38
08/04/11,Short,1.0442,1.0464,47.1,6.175,232.6499,3.9423,243.16,1073.02,127.434,1200.07,11893.5,4276.5,423.55,1656.2,5021,178.57,120.4,75.124,40.73,118.86,-3.395,31.66
08/05/11,Short,1.0187,1.0442,63.3,18.675,191.6031,3.3669,238.88,1041.07,138.292,1199.38,11434.59,4105.4,411.7,1648.8,5022,177.45,120.65,74.598,40.07,119.26,-3.505,32
08/08/11,Long,1.0355,1.0187,59.5,27.175,229.9617,3.4906,228.98,990.18,146.629,1119.46,11113.45,3986.1,396.15,1710.2,4997,177.77,119.5,74.791,40.12,118.55,-4.355,48
08/09/11,Short,1.0178,1.0355,56.9,32.925,232.9488,3.4873,232.2,968.51,148.625,1172.53,10426.07,4034.8,397,1740,4980,177.59,119.15,74.605,40.33,119.17,-5.915,35.06
08/10/11,Long,1.0352,1.0178,52,28.45,248.0653,3.6025,223.5,980.74,146.999,1120.76,10580.41,4141.3,388.85,1781.3,4967,176.79,119.5,74.636,40.15,118.85,-5.6625,42.99
08/11/11,Long,1.0355,1.0352,52.2,28.15,211.6596,3.4688,229.11,989.95,155.337,1172.64,10502.73,4140.8,400.85,1748.8,4964,176.3,119.45,74.677,40.24,119.6,-6.0275,39
08/12/11,Long,1.0507,1.0355,50.8,27.825,217.6952,3.4581,237.49,989.74,156.063,1178.81,10452.64,4172.6,401.2,1740.2,4968,176.23,119.55,74.607,40.35,119.38,-5.245,36.36
8/15/2011,Short,1.0486,1.0507,50.3,27.875,224.4968,3.5776,237.85,1013.41,146.285,1204.49,10944.17,4282.9,403.2,1755.5,4975,176.29,120.05,73.836,40.16,119.88,-4.6,31.87
8/16/2011,Long,1.055,1.0486,52,24.55,228.5411,3.5569,237.56,1018.64,147.882,1192.76,10946.64,4247.3,399.4,1782.4,4981,176.78,120.1,74.01,40.22,119.73,-4.295,32.85
8/17/2011,Short,1.0391,1.055,53.4,21.175,232.5819,3.5549,238.05,1024.45,148.457,1193.89,10936.11,4303.9,403.2,1791.2,4984,177.05,120.45,73.674,40.12,119.76,-4.1775,31.58
8/18/2011,Long,1.0406,1.0391,52.3,20.225,229.8613,3.4456,226.7,995.44,154.758,1140.65,10718.46,4251.2,396.6,1818.9,4984,177.29,120.15,74.244,39.87,119,-4.46,42.67
8/19/2011,Long,1.0409,1.0406,51.7,17.325,216.7418,3.3502,223.13,970.16,162.479,1123.53,10277.38,4101.9,398.35,1848.9,4975,177.44,120,74.009,39.95,119.22,-4.8775,43.05
8/22/2011,Long,1.0526,1.0409,52.8,16.8,216.6715,3.3753,224.9,966.06,162.63,1123.82,10245.8,4082.3,395.55,1888.7,4974,177.33,120.3,74.074,39.85,119.2,-4.97,42.44
8/23/2011,Short,1.0474,1.0526,49.5,17.7,224.0047,3.5044,226.63,985.8,169.461,1162.35,10578.96,4173.4,399.6,1858.3,4969,177.77,120.45,73.894,40.06,119.47,-4.885,36.27
8/24/2011,Short,1.0431,1.0474,52.4,18.275,206.2076,3.4279,229.79,978.21,174.485,1177.6,10255.63,4167.6,399.8,1754.1,4969,178.31,120.6,74.012,39.88,119.14,-5.025,35.9
8/25/2011,Long,1.0573,1.0431,48.3,20.55,220.2909,3.5363,227.07,973.05,170.366,1159.27,10430.39,4212.8,407.9,1759.8,4960,178.94,120.55,74.279,40.13,118.88,-5.28,39.76
8/26/2011,Long,1.0656,1.0573,45,17.7,220.5136,3.5804,225.52,975.92,174.679,1176.8,10299.58,4200,409.9,1794.1,4954,179.64,120.6,73.814,40.49,119.34,-5.15,35.59
8/29/2011,Long,1.0683,1.0656,43.4,17.775,215.964,3.6009,228.28,1004.57,169.5,1210.08,10511.87,4263.3,408.9,1788.4,4952,179.3,121.5,73.721,40.39,119.4,-4.995,32.28
8/30/2011,Long,1.0707,1.0683,45.9,17.525,224.1808,3.5888,230.64,1013.68,164.027,1212.92,10747.08,4269.2,412.3,1827.5,4951,179.28,122.3,73.946,40.66,119.45,-4.7625,32.89
8/31/2011,Long,1.0722,1.0707,44.9,17.475,214.9078,3.5497,237.43,1033.15,159.318,1218.89,10943.29,4296.5,418.7,1829.3,4947,179.49,122.85,74.117,41.12,119.65,-4.575,31.62
09/01/11,Short,1.0645,1.0722,41.9,17.575,229.5553,3.6508,238.93,1038,159.583,1204.42,10922.53,4307.5,414.25,1826.7,4946,179.98,122.7,74.479,40.97,119.64,-4.54,31.82
09/02/11,Short,1.0551,1.0645,44.5,17.975,242.4503,3.5892,233.11,1021.88,164.713,1173.97,10664.45,4242.9,410.7,1874.4,4948,180.34,123.15,74.756,41.1,119.64,-5.155,33.92
09/05/11,Short,1.0484,1.0551,43.7,16.5,225.5504,3.4434,223.45,989.59,174.248,1173.97,10299.17,4141.9,410.7,1874.4,4943,180.95,123.45,75.112,41.1,119.4,-5.595,33.92
09/06/11,Long,1.0662,1.0484,44.1,15.325,222.7268,3.4208,221.98,988.05,177.457,1165.24,10347.04,4075.5,403.95,1870.6,4938,181.04,123.5,75.952,40.8,119.19,-5.485,37
09/07/11,Short,1.0576,1.0662,42.2,14.65,228.8368,3.5625,228.84,1009.75,172.832,1198.62,10544.86,4183.4,411.55,1814.9,4936,181.19,123.55,75.467,40.55,119.38,-5.84,33.38
09/08/11,Short,1.047,1.0576,45,15.8,227.7777,3.4598,230.47,1013.53,171.271,1185.9,10499.89,4188,412.8,1855.2,4936,181.09,123.55,76.246,40.69,119.09,-5.48,34.32
09/09/11,Short,1.0347,1.047,42.9,15.375,234.798,3.5152,224.59,992.31,174.966,1154.23,10468.89,4194.7,398.75,1857.1,4929,178.63,123.3,77.192,40.47,118.39,-5.785,38.52
09/12/11,Short,1.0312,1.0347,46.4,14.15,216.4014,3.3013,218.93,969.97,187.551,1162.27,9967.86,4038.5,395.05,1810.6,4929,178.63,123.3,77.578,40.14,117.66,-6.565,38.59
9/13/2011,Short,1.0283,1.0312,45.5,14.25,213.5601,3.3284,220.87,964.43,191.5,1172.87,9967.86,4072.7,395.6,1827.5,4923,178.14,123.25,76.919,39.94,117.69,-6.66,36.91
9/14/2011,Long,1.0328,1.0283,49.9,14.775,210.5564,3.2578,224.17,952.55,187.157,1188.68,9968.86,4005.8,388.5,1824.2,4913,178.11,123.15,76.833,39.89,117.53,-6.7,34.6
9/15/2011,Long,1.0361,1.0328,47.2,17,207.0027,3.3209,228.69,963.72,183.628,1209.11,10051.67,4071.7,394.5,1779.2,4898,177.84,123.65,76.241,39.85,117.7,-6.38,31.97
9/16/2011,Short,1.0222,1.0361,40.1,21.75,219.5384,3.4601,230.16,976.84,178.332,1216.01,10249.2,4149.4,392,1812.5,4877,177.04,123.8,76.599,39.87,117.63,-6.0075,30.98
9/19/2011,Long,1.0276,1.0222,42.3,21.55,220.2879,3.3616,224.96,949.39,187.196,1204.09,9866.97,4081.5,377.15,1776.7,4858,176.94,123.6,77.146,39.57,116.4,-6.1325,32.73
9/20/2011,Short,1.0043,1.0276,41.8,21.025,221.1764,3.3607,229.1,951.15,194.591,1202.09,9916.23,4040.2,371.65,1806.9,4819,176.6,123.55,77.03,39.54,116.54,-6.22,32.86
